INFO|Tue, 15 Mar 2016 13:29:54 -0400|site|favicon|/favicon.ico|127.0.0.1|dev|The site favicon could not be found.
ERROR|Tue, 15 Mar 2016 16:04:35 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
ERROR|Tue, 15 Mar 2016 16:09:24 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
ERROR|Tue, 15 Mar 2016 16:11:00 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
ERROR|Tue, 15 Mar 2016 16:16:23 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
ERROR|Tue, 15 Mar 2016 16:17:12 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
ERROR|Tue, 15 Mar 2016 16:17:46 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
ERROR|Tue, 15 Mar 2016 16:18:45 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
ERROR|Tue, 15 Mar 2016 16:18:52 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
ERROR|Tue, 15 Mar 2016 16:18:59 -0400|page|content|/assets/img/blog/325%20E19.jpg|127.0.0.1|dev|404 - Page not found. There is a bad link on <a href="/blog">/blog</a>.
